time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-21T02:30:22.560Z,31.552,142.4223,10,4.7,mww,,98,2.702,0.37,us,us6000ge1u,2021-12-22T02:31:47.040Z,"Izu Islands, Japan region",earthquake,9.3,1.9,0.083,14,reviewed,us,us
2021-12-21T02:21:27.592Z,14.525,-91.9003,94.11,4.3,mb,,208,1.761,0.51,us,us6000ge22,2021-12-22T02:25:06.040Z,"12 km SSW of Flores Costa Cuca, Guatemala",earthquake,13.2,11.7,0.077,47,reviewed,us,us
2021-12-21T01:44:08.250Z,40.2861667,-124.4578333,20.35,2.81,md,25,259,0.08818,0.11,nc,nc73666756,2021-12-22T02:15:49.040Z,"15km WSW of Petrolia, CA",earthquake,0.46,0.3,0.12,41,reviewed,nc,nc
2021-12-21T01:34:30.800Z,-15.8846,167.8683,159.15,5,mb,,99,0.774,0.42,us,us6000ge1l,2021-12-22T02:11:55.040Z,"53 km ENE of Lakatoro, Vanuatu",earthquake,8.6,4.4,0.08,50,reviewed,us,us
2021-12-21T00:48:16.740Z,18.8238333333333,-155.190333333333,9.4,2.96,ml,35,267,,0.13,hv,hv72841437,2021-12-21T01:18:59.620Z,"49 km ESE of Naalehu, Hawaii",earthquake,0.59,0.61,0.180311987425799,16,reviewed,hv,hv
2021-12-21T00:26:06.370Z,40.5431671,-124.2216644,26.25,2.67,md,12,195,0.1475,0.05,nc,nc73666671,2021-12-22T03:50:10.435Z,"5km SE of Ferndale, CA",earthquake,0.8,1.53,0.17,5,automatic,nc,nc
2021-12-21T00:10:58.490Z,40.3718338,-124.2375031,22.21,2.81,md,13,206,0.06132,0.06,nc,nc73666666,2021-12-21T08:10:10.881Z,"7km NE of Petrolia, CA",earthquake,1.32,0.75,0.13,9,automatic,nc,nc
2021-12-20T23:57:22.598Z,63.2047,-150.3568,114.9,2.6,ml,,,,0.57,ak,ak021g9ua38l,2021-12-21T00:33:29.040Z,"73 km WSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-20T23:40:29.530Z,40.5055,-124.296,18.36,2.98,ml,29,150,0.007966,0.1,nc,nc73666641,2021-12-21T11:44:10.983Z,"8km SSW of Ferndale, CA",earthquake,0.42,0.24,0.267,19,reviewed,nc,nc
2021-12-20T23:25:14.850Z,40.4445,-124.2925034,22.16,2.76,md,14,136,0.04627,0.06,nc,nc73666621,2021-12-21T07:26:11.617Z,"13km N of Petrolia, CA",earthquake,1.79,0.51,0.12,10,automatic,nc,nc
2021-12-20T23:12:43.010Z,40.2736664,-124.5830002,16.29,2.45,md,12,282,0.2335,0.09,nc,nc73666601,2021-12-20T23:33:16.040Z,"26km WSW of Petrolia, CA",earthquake,2.41,0.73,0.04,4,automatic,nc,nc
2021-12-20T23:06:20.460Z,17.9448,-66.8445,13,3.02,md,25,178,0.0461,0.25,pr,pr2021354007,2021-12-21T05:08:19.040Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.61,0.4,0.19,19,reviewed,pr,pr
2021-12-20T22:57:54.960Z,40.4656667,-124.4793333,27.04,2.62,md,25,254,0.1087,0.11,nc,nc73666586,2021-12-22T21:22:11.321Z,"22km SW of Ferndale, CA",earthquake,0.46,0.53,0.249,23,reviewed,nc,nc
2021-12-20T22:51:05.610Z,40.2738342,-124.7686691,0.32,2.92,md,8,293,0.3736,0.1,nc,nc73666571,2021-12-21T06:54:10.799Z,"41km W of Petrolia, CA",earthquake,4.27,5.34,0.08,4,automatic,nc,nc
2021-12-20T22:45:26.620Z,40.3068352,-124.765831,12.25,2.9,md,17,241,0.3685,0.1,nc,nc73666561,2021-12-21T06:38:10.467Z,"41km W of Petrolia, CA",earthquake,1.81,1.9,0.21,5,automatic,nc,nc
2021-12-20T22:43:48.057Z,22.354,143.7415,161.19,4.4,mb,,124,14.932,0.89,us,us6000ge0h,2021-12-21T00:19:34.040Z,"Volcano Islands, Japan region",earthquake,12.6,8.3,0.078,48,reviewed,us,us
2021-12-20T22:33:31.390Z,40.2975006,-123.7686691,24.91,2.45,md,17,93,0.07153,0.08,nc,nc73666551,2021-12-20T22:43:22.764Z,"20km NNE of Redway, CA",earthquake,0.43,0.78,0.03,6,automatic,nc,nc
2021-12-20T21:53:46.470Z,40.3585,-124.2258333,26.93,3.93,mw,37,92,,0.16,nc,nc73666511,2021-12-21T18:48:10.894Z,"6km NE of Petrolia, CA",earthquake,0.36,0.43,,2,reviewed,nc,nc
2021-12-20T21:52:53.240Z,40.4746667,-124.4248333,25.08,3.25,ml,31,222,0.06664,0.14,nc,nc73666506,2021-12-22T21:07:11.230Z,"18km SW of Ferndale, CA",earthquake,0.87,0.45,0.219,26,reviewed,nc,nc
2021-12-20T21:31:39.020Z,40.4138333,-124.2385,22.54,3.18,ml,31,97,0.08996,0.11,nc,nc73666476,2021-12-21T07:10:17.881Z,"11km NNE of Petrolia, CA",earthquake,0.47,0.42,0.111,10,reviewed,nc,nc
2021-12-20T21:29:59.970Z,40.4723333,-124.2968333,24.96,2.59,md,26,100,0.03118,0.09,nc,nc73666466,2021-12-21T00:12:12.006Z,"12km SSW of Ferndale, CA",earthquake,0.4,0.74,0.102,16,reviewed,nc,nc
2021-12-20T21:24:05.760Z,40.4688333,-124.3761667,26.48,2.66,md,22,220,0.03027,0.09,nc,nc73666461,2021-12-21T09:56:11.061Z,"15km SW of Ferndale, CA",earthquake,0.79,1,0.157,23,reviewed,nc,nc
2021-12-20T21:21:14.460Z,40.4485,-124.3165,26.62,2.56,md,23,142,0.03142,0.09,nc,nc73666451,2021-12-21T05:20:11.686Z,"14km N of Petrolia, CA",earthquake,0.6,0.88,0.147,16,reviewed,nc,nc
2021-12-20T21:19:57.630Z,40.4636667,-124.3005,24.23,3.28,ml,31,102,,0.12,nc,nc73666446,2021-12-23T00:15:11.293Z,"13km SSW of Ferndale, CA",earthquake,0.44,0.42,0.239,40,reviewed,nc,nc
2021-12-20T21:17:05.780Z,40.4446667,-124.2555,29.26,2.48,md,21,93,0.06976,0.09,nc,nc71126934,2021-12-23T03:05:12.409Z,"14km N of Petrolia, CA",earthquake,0.35,0.57,0.28,18,reviewed,nc,nc
2021-12-20T21:16:54.480Z,40.386,-124.2666667,24.05,2.54,md,24,137,0.06536,0.13,nc,nc73666431,2021-12-23T02:19:10.830Z,"7km NNE of Petrolia, CA",earthquake,0.38,0.4,0.146,20,reviewed,nc,nc
2021-12-20T21:16:03.160Z,40.46,-124.34,25.92,2.88,ml,28,186,0.01567,0.1,nc,nc73666426,2021-12-21T11:29:11.900Z,"14km SSW of Ferndale, CA",earthquake,0.3,0.47,0.141,19,reviewed,nc,nc
2021-12-20T21:12:05.780Z,40.2843333,-124.429,22.33,2.75,md,25,248,0.06623,0.09,nc,nc73666416,2021-12-22T06:02:10.653Z,"13km WSW of Petrolia, CA",earthquake,0.87,0.25,0.103,33,reviewed,nc,nc
2021-12-20T21:10:08.940Z,40.4431667,-124.2491667,28.02,3.12,ml,32,91,0.06444,0.1,nc,nc73666411,2021-12-21T11:14:10.818Z,"14km NNE of Petrolia, CA",earthquake,0.26,0.42,0.22,25,reviewed,nc,nc
2021-12-20T21:06:38.210Z,40.4316667,-124.1348333,26.96,3.02,ml,34,57,0.01801,0.19,nc,nc73666396,2021-12-21T12:00:10.147Z,"8km SSW of Rio Dell, CA",earthquake,0.33,0.56,0.323,19,reviewed,nc,nc
2021-12-20T20:57:43.920Z,40.4076667,-124.2745,28.85,2.49,md,16,121,0.08313,0.08,nc,nc73666386,2021-12-22T01:40:10.719Z,"9km N of Petrolia, CA",earthquake,0.53,0.51,0.288,18,reviewed,nc,nc
2021-12-20T20:56:22.920Z,40.3728333,-124.342,27.52,2.98,ml,21,223,0.06728,0.1,nc,nc73666381,2021-12-21T21:13:10.052Z,"7km NW of Petrolia, CA",earthquake,1.06,0.49,0.134,3,reviewed,nc,nc
2021-12-20T20:55:43.240Z,40.425,-124.2931667,25.23,3.07,ml,29,131,0.06079,0.1,nc,nc73666376,2021-12-21T10:28:11.422Z,"11km N of Petrolia, CA",earthquake,0.3,0.43,0.206,23,reviewed,nc,nc
2021-12-20T20:53:30.560Z,40.3463333,-124.2538333,22.35,2.91,md,25,134,0.03368,0.08,nc,nc73666371,2021-12-21T20:13:11.456Z,"4km NE of Petrolia, CA",earthquake,0.33,0.23,0.131,23,reviewed,nc,nc
2021-12-20T20:47:43.920Z,40.3196667,-124.6,17.93,3.28,ml,35,253,0.1993,0.11,nc,nc73666361,2021-12-21T08:42:11.228Z,"27km W of Petrolia, CA",earthquake,0.49,0.38,0.226,42,reviewed,nc,nc
2021-12-20T20:46:24.690Z,40.3841667,-124.2801667,26.07,2.65,md,26,128,0.06221,0.09,nc,nc73666356,2021-12-22T00:53:12.384Z,"7km N of Petrolia, CA",earthquake,0.36,0.41,0.02,16,reviewed,nc,nc
2021-12-20T20:37:09.580Z,40.298,-124.4915,20.38,2.48,md,21,262,0.1143,0.09,nc,nc73666321,2021-12-21T23:14:10.401Z,"18km W of Petrolia, CA",earthquake,0.47,0.28,0.127,12,reviewed,nc,nc
2021-12-20T20:36:20.000Z,40.4641667,-124.2273333,25.18,2.56,md,22,83,0.0848,0.08,nc,nc73666316,2021-12-21T22:29:11.538Z,"11km WSW of Rio Dell, CA",earthquake,0.3,0.54,0.197,21,reviewed,nc,nc
2021-12-20T20:35:32.000Z,36.0947,70.9163,88.93,4.4,mb,,75,1.064,0.79,us,us6000gdy8,2021-12-20T21:40:28.040Z,"Hindu Kush region, Afghanistan",earthquake,5.7,6.4,0.073,54,reviewed,us,us
2021-12-20T20:34:52.040Z,40.3696667,-124.3031667,28.18,2.58,md,22,184,0.04978,0.14,nc,nc73666311,2021-12-22T10:30:09.886Z,"5km NNW of Petrolia, CA",earthquake,0.54,0.44,0.175,25,reviewed,nc,nc
2021-12-20T20:30:58.450Z,40.4898333,-124.2178333,23.91,2.79,md,29,82,0.05897,0.11,nc,nc73666306,2021-12-21T22:14:10.450Z,"10km W of Rio Dell, CA",earthquake,0.48,0.6,0.105,24,reviewed,nc,nc
2021-12-20T20:29:22.320Z,40.4258333,-124.3193333,26.36,2.78,md,28,188,0.1071,0.13,nc,nc73666296,2021-12-22T10:15:10.786Z,"12km NNW of Petrolia, CA",earthquake,0.34,0.49,0.153,43,reviewed,nc,nc
2021-12-20T20:28:23.500Z,40.4038333,-124.2843333,25.19,2.9,mh,13,129,0.08177,0.08,nc,nc73666291,2021-12-21T18:39:12.326Z,"9km N of Petrolia, CA",earthquake,0.46,0.58,,0,reviewed,nc,nc
2021-12-20T20:25:01.050Z,40.4236667,-124.3,25.31,2.71,md,26,138,0.05921,0.11,nc,nc73666276,2021-12-21T21:42:11.506Z,"11km N of Petrolia, CA",earthquake,0.36,0.51,0.255,19,reviewed,nc,nc
2021-12-20T20:24:11.030Z,40.4936667,-124.2591667,26.03,2.65,md,27,117,0.06241,0.1,nc,nc73666271,2021-12-22T09:59:11.683Z,"9km S of Ferndale, CA",earthquake,0.39,0.58,0.137,25,reviewed,nc,nc
2021-12-20T20:23:59.040Z,40.2693333,-124.3558333,21.42,2.69,md,14,262,0.02161,0.06,nc,nc73666266,2021-12-22T19:48:10.513Z,"9km SW of Petrolia, CA",earthquake,0.7,0.31,0.091,6,reviewed,nc,nc
2021-12-20T20:23:04.920Z,40.3938333,-124.2831667,25.86,2.59,md,26,130,0.07179,0.12,nc,nc73666261,2021-12-22T09:42:12.296Z,"8km N of Petrolia, CA",earthquake,0.32,0.46,0.14,34,reviewed,nc,nc
2021-12-20T20:21:52.550Z,40.3041667,-124.1748333,28.44,2.47,md,24,52,0.0459,0.11,nc,nc73666256,2021-12-21T13:14:11.096Z,"10km ESE of Petrolia, CA",earthquake,0.35,0.5,0.387,19,reviewed,nc,nc
2021-12-20T20:21:49.799Z,34.77066667,-97.551,6.49,2.52,ml,81,105,0.135873337,0.26,ok,ok2021ywmx,2021-12-21T20:06:37.458Z,"6 km SE of Erin Springs, Oklahoma",earthquake,,0.5,0.22,5,reviewed,ok,ok
2021-12-20T20:21:09.798Z,37.3851,-117.1041,0.1,2.6,ml,16,135.18,0.151,0.1534,nn,nn00830255,2021-12-21T02:39:41.025Z,"37 km SSE of Goldfield, Nevada",earthquake,,4.4,0,1,reviewed,nn,nn
2021-12-20T20:20:29.050Z,40.3753333,-124.2853333,25.74,2.84,md,7,224,0.05331,0.07,nc,nc71126899,2021-12-22T07:27:11.365Z,"6km N of Petrolia, CA",earthquake,0.81,0.61,0.175,2,reviewed,nc,nc
2021-12-20T20:20:16.640Z,40.3695,-124.3343333,27.81,2.74,md,17,191,0.06096,0.1,nc,nc73666251,2021-12-22T09:14:10.376Z,"6km NW of Petrolia, CA",earthquake,0.68,0.37,0.213,19,reviewed,nc,nc
2021-12-20T20:18:28.880Z,40.4241667,-124.2896667,25.42,2.8,md,28,128,0.06299,0.11,nc,nc73666246,2021-12-22T05:14:19.255Z,"11km N of Petrolia, CA",earthquake,0.29,0.43,0.207,32,reviewed,nc,nc
2021-12-20T20:13:40.750Z,40.3498333,-124.8993333,19.88,4.84,ml,90,241,0.4301,0.19,nc,nc71126864,2021-12-22T05:01:10.952Z,"52km W of Petrolia, CA",earthquake,0.69,1.6,0.146,10,reviewed,nc,nc
2021-12-20T20:10:19.100Z,40.314,-124.727,14.85,6.2,mw,118,224,0.2951,0.22,nc,nc73666231,2021-12-23T02:36:59.098Z,"38km W of Petrolia, CA",earthquake,0.76,0.62,,0,reviewed,nc,nc
2021-12-20T19:37:24.240Z,43.8761,-128.2861,10,4.4,mb,,193,3.069,0.85,us,us6000gdxh,2021-12-22T03:25:41.333Z,"off the coast of Oregon",earthquake,10.7,2,0.058,85,reviewed,us,us
2021-12-20T19:12:35.412Z,-24.1797,-66.8819,179.22,4.5,mb,,66,1.705,0.8,us,us6000gdxc,2021-12-20T19:35:07.040Z,"57 km W of San Antonio de los Cobres, Argentina",earthquake,7.8,6.7,0.063,75,reviewed,us,us
2021-12-20T18:49:26.250Z,19.2171666666667,-155.4225,34.47,2.63,md,41,149,,0.12,hv,hv72841172,2021-12-20T22:52:41.740Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.5,0.6,0.109492441372274,16,reviewed,hv,hv
2021-12-20T17:44:52.320Z,18.8728,-64.358,24,3.82,md,16,334,1.0836,0.36,pr,pr2021354005,2021-12-20T18:30:37.040Z,"75 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,2.93,26.99,0.1,9,reviewed,pr,pr
2021-12-20T17:22:52.416Z,79.5798,3.7086,10,4.9,mb,,61,2.825,1.19,us,us6000gdw7,2021-12-20T17:44:26.040Z,"297 km WNW of Longyearbyen, Svalbard and Jan Mayen",earthquake,4.4,1.9,0.065,74,reviewed,us,us
2021-12-20T17:10:54.830Z,19.0486,-64.5668,50,3.52,md,7,331,1.0303,0.49,pr,pr2021354004,2021-12-20T17:48:40.040Z,"82 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,8.26,19.89,0.05,4,reviewed,pr,pr
2021-12-20T16:34:27.091Z,-26.1402,-64.7119,10,5,mb,,87,4.018,0.67,us,us6000gdvs,2021-12-21T20:02:53.239Z,"39 km N of Burruyacú, Argentina",earthquake,8.6,1.8,0.07,69,reviewed,us,us
2021-12-20T16:05:26.071Z,42.3783,142.6724,44.44,5.1,mb,,73,0.511,0.38,us,us6000gdup,2021-12-21T19:35:38.340Z,"25 km E of Shizunai-furukawachō, Japan",earthquake,5.3,5.6,0.025,513,reviewed,us,us
2021-12-20T15:37:13.113Z,-7.4362,128.1406,144.88,4.4,mb,,57,3.176,0.68,us,us6000gdu4,2021-12-21T18:23:31.040Z,"173 km NE of Lospalos, Timor Leste",earthquake,7.5,8.8,0.112,23,reviewed,us,us
2021-12-20T14:25:06.150Z,40.2881667,-124.5376667,20.28,3.98,mw,43,229,0.1492,0.15,nc,nc73666136,2021-12-22T03:25:57.237Z,"22km W of Petrolia, CA",earthquake,0.41,0.25,,3,reviewed,nc,nc
2021-12-20T13:06:33.720Z,18.6251,-64.5256,42,3.41,md,5,341,0.8209,0.22,pr,pr2021354002,2021-12-20T13:23:09.739Z,"43 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,4.05,5.57,0.01,3,reviewed,pr,pr
2021-12-20T12:44:34.578Z,31.65138258,-104.2292003,7.57121582,2.7,ml,18,65,0.03655881003,0.3,tx,tx2021yvxu,2021-12-21T07:34:52.040Z,"55 km NW of Toyah, Texas",earthquake,0.9235648541,0.9668817036,0.2,7,reviewed,tx,tx
2021-12-20T12:43:26.003Z,31.65277523,-104.2265193,7.725463867,2.9,ml,23,65,0.03776701837,0.2,tx,tx2021yvxt,2021-12-20T16:58:49.059Z,"55 km NW of Toyah, Texas",earthquake,0.9676862028,1.015206547,0.2,8,reviewed,tx,tx
2021-12-20T11:11:05.625Z,-16.3057,-175.4485,296.8,4.4,mb,,129,4.267,0.45,us,us6000gdt2,2021-12-20T12:24:00.040Z,"180 km WSW of Hihifo, Tonga",earthquake,10.2,8.4,0.083,41,reviewed,us,us
2021-12-20T10:21:13.180Z,19.2156666666667,-155.424333333333,33.68,2.79,ml,49,136,,0.11,hv,hv72840817,2021-12-20T21:34:07.490Z,"5 km ENE of Pāhala, Hawaii",earthquake,0.41,0.5,0.141356639471586,28,reviewed,hv,hv
2021-12-20T09:50:20.737Z,43.5539,132.4052,491.41,4.1,mb,,53,0.712,0.55,us,us6000gdst,2021-12-20T13:47:24.040Z,"10 km NNW of Mnogoudobnoye, Russia",earthquake,10.7,9.8,0.101,27,reviewed,us,us
2021-12-20T09:42:45.873Z,67.3264,-156.1398,0,2.9,ml,,,,0.77,ak,ak021g9luv7d,2021-12-20T13:41:45.040Z,"56 km NE of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-20T09:29:50.516Z,31.20317261,-103.3146556,5.745947266,2.5,ml,23,53,0.04202491051,0.3,tx,tx2021yvrj,2021-12-20T22:44:16.632Z,"24 km W of Coyanosa, Texas",earthquake,1.079681909,1.274703347,0.2,13,reviewed,tx,tx
2021-12-20T09:12:46.494Z,-21.5542,-66.9931,242.45,4.2,mb,,82,1.772,1.07,us,us6000gdsi,2021-12-20T13:23:19.040Z,"105 km SW of Atocha, Bolivia",earthquake,7.1,14.4,0.264,5,reviewed,us,us
2021-12-20T08:43:02.390Z,33.9515,-97.299,12.38,2.53,ml,71,73,0.1070789874,0.37,ok,ok2021yvpv,2021-12-20T17:04:34.278Z,"14 km ENE of Leon, Oklahoma",earthquake,,1.3,0.17,8,reviewed,ok,ok
2021-12-20T08:35:26.773Z,31.64959138,-104.2200384,7.725463867,3,ml,24,65,0.04414744927,0.3,tx,tx2021yvpp,2021-12-20T16:43:15.115Z,"54 km NW of Toyah, Texas",earthquake,0.8589245665000002,0.892378052,0.2,17,reviewed,tx,tx
2021-12-20T07:51:33.683Z,-2.7949,-79.9396,66.59,4.1,mb,,161,2.507,0.89,us,us6000ge1w,2021-12-21T03:03:57.819Z,"18 km NW of Baláo, Ecuador",earthquake,11.7,9.7,0.131,16,reviewed,us,us
2021-12-20T07:48:54.019Z,67.283,-156.2024,0,2.7,ml,,,,0.89,ak,ak021g9kpe6d,2021-12-20T18:36:31.290Z,"51 km NE of Kobuk, Alaska",earthquake,,0,,,reviewed,ak,ak
2021-12-20T07:11:29.270Z,18.014,-66.8355,16,2.58,md,16,126,0.0585,0.18,pr,pr2021354001,2021-12-20T07:30:43.965Z,"2 km SSE of Yauco, Puerto Rico",earthquake,0.44,0.45,0.18,7,reviewed,pr,pr
2021-12-20T06:38:04.620Z,18.8193,-64.5415,27,3.79,md,17,331,0.9006,0.23,pr,pr2021354000,2021-12-20T10:37:39.040Z,"60 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,2.2,14.78,0.1,8,reviewed,pr,pr
2021-12-20T06:24:35.110Z,19.2128333333333,-155.420166666667,32.79,2.91,ml,49,140,,0.11,hv,hv72840672,2021-12-20T21:24:08.730Z,"6 km E of Pāhala, Hawaii",earthquake,0.39,0.47,0.14748536333505,30,reviewed,hv,hv
2021-12-20T05:56:03.780Z,37.433,-112.9693333,1.77,2.5,ml,12,147,0.1461,0.13,uu,uu60029654,2021-12-21T16:04:11.790Z,"22 km ESE of Kanarraville, Utah",earthquake,0.48,9.91,0.116,13,reviewed,uu,uu
2021-12-20T05:05:57.250Z,18.7751666666667,-155.249333333333,5.58,2.77,ml,41,274,,0.15,hv,hv72840622,2021-12-20T21:14:45.960Z,"47 km SE of Naalehu, Hawaii",earthquake,0.59,0.52,0.152263796920738,14,reviewed,hv,hv
2021-12-20T04:43:27.120Z,39.9073333,-113.337,4.61,2.8,ml,14,108,0.1893,0.17,uu,uu60472632,2021-12-20T14:15:37.750Z,"61 km SW of Dugway, Utah",earthquake,0.7,0.66,0.126,17,reviewed,uu,uu
2021-12-20T04:23:52.940Z,39.894,-113.3196667,7.62,2.71,ml,17,103,0.18,0.11,uu,uu60472622,2021-12-20T14:17:43.620Z,"61 km SW of Dugway, Utah",earthquake,0.47,0.41,0.118,14,reviewed,uu,uu
2021-12-20T04:20:40.804Z,6.8257,-72.9727,149.92,4.6,mb,,93,0.933,0.71,us,us6000gdr7,2021-12-20T17:23:39.315Z,"northern Colombia",earthquake,8.8,7.6,0.082,44,reviewed,us,us
2021-12-20T03:58:40.069Z,13.7319,-92.4545,10,4.5,mb,,188,2.553,1.33,us,us6000gdqy,2021-12-20T04:16:46.040Z,"85 km SW of Champerico, Guatemala",earthquake,9.8,2,0.055,97,reviewed,us,us
2021-12-20T03:39:34.167Z,-56.8533,-24.0922,10,6,mww,,33,7.484,0.79,us,us6000gdqc,2021-12-21T03:41:17.885Z,"South Sandwich Islands region",earthquake,5.6,1.8,0.073,18,reviewed,us,us
2021-12-20T03:02:34.669Z,61.6534,-150.9757,51.2,3.1,ml,,,,0.62,ak,ak021g9i1noh,2021-12-21T03:05:43.096Z,"27 km WNW of Susitna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-12-20T02:12:08.012Z,-8.4036,118.311,148.94,4.4,mb,,98,3.658,0.74,us,us6000gdpt,2021-12-20T02:38:56.040Z,"22 km NW of Dompu, Indonesia",earthquake,9.1,6.2,0.162,11,reviewed,us,us
2021-12-20T02:08:34.004Z,61.9275,-152.0965,110.4,3,ml,,,,0.53,ak,ak021g9hhib7,2021-12-20T02:22:37.527Z,"37 km W of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-12-20T01:36:25.184Z,-5.3659,146.8427,231.78,5.3,mb,,49,5.429,0.72,us,us6000gdpm,2021-12-20T04:29:35.592Z,"118 km E of Madang, Papua New Guinea",earthquake,8.2,8.7,0.109,28,reviewed,us,us
2021-12-20T01:26:33.983Z,-28.9501,-70.6817,108.32,4.4,mb,,128,0.062,0.54,us,us6000gdpk,2021-12-20T01:38:25.040Z,"42 km S of Vallenar, Chile",earthquake,4.2,9.7,0.268,4,reviewed,us,us
2021-12-20T01:03:44.675Z,31.1116,142.3605,10,4.3,mb,,137,6.132,0.53,us,us6000gdpl,2021-12-20T01:48:51.040Z,"Izu Islands, Japan region",earthquake,9.1,1.9,0.169,10,reviewed,us,us
2021-12-19T23:18:06.530Z,55.1515,-156.7068,84.9,3.8,ml,,,,0.35,ak,ak021g86ick9,2021-12-20T00:21:01.399Z,"166 km SE of Chignik, Alaska",earthquake,,6.5,,,reviewed,ak,ak
2021-12-19T22:05:38.597Z,31.65210388,-104.2230163,8.008251953,2.5,ml,20,84,0.0407007974,0.3,tx,tx2021yuuu,2021-12-21T04:17:08.040Z,"55 km NW of Toyah, Texas",earthquake,0.9951035826,0.9630764588000001,0.2,11,reviewed,tx,tx
2021-12-19T21:55:38.490Z,18.806,-64.9515,59,3.43,md,9,317,0.5984,0.49,pr,pr2021353006,2021-12-19T22:12:52.753Z,"51 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,6.43,8.05,0.11,7,reviewed,pr,pr
2021-12-19T21:35:39.108Z,-22.0512,-70.3384,36.34,4.8,mb,,132,0.543,0.41,us,us6000gdnk,2021-12-21T04:01:45.526Z,"15 km WNW of Tocopilla, Chile",earthquake,3.8,6,0.044,159,reviewed,us,us
2021-12-19T21:06:15.005Z,19.5597,101.3107,10,5.5,mww,,22,1.105,0.7,us,us6000gdng,2021-12-21T03:35:08.331Z,"53 km NW of Sainyabuli, Laos",earthquake,2.6,1.7,0.044,50,reviewed,us,us
2021-12-19T18:26:07.034Z,55.332,-157.7719,0,2.9,ml,,,,0.8,ak,ak021g83kwd7,2021-12-19T21:16:57.040Z,"107 km SE of Perryville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-19T17:44:48.433Z,67.4044,-156.3981,17.9,3.1,ml,,,,0.69,ak,ak021g833esy,2021-12-19T21:06:07.040Z,"59 km NNE of Kobuk, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-12-19T16:45:52.750Z,60.2707,-152.5373,93.8,2.6,ml,,,,0.5,ak,ak021g82i77u,2021-12-19T17:15:21.040Z,"54 km WNW of Ninilchik, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-19T16:28:22.712Z,-16.2662,178.5788,10,6.2,mww,,45,1.554,0.65,us,us6000gdma,2021-12-22T20:06:57.496Z,"85 km WNW of Labasa, Fiji",earthquake,7.3,1.5,0.041,57,reviewed,us,us
2021-12-19T16:11:47.849Z,-11.4901,162.7061,5.03,4.6,mb,,105,3.393,0.67,us,us6000geln,2021-12-22T19:55:06.040Z,"143 km SE of Kirakira, Solomon Islands",earthquake,9.7,4.7,0.113,26,reviewed,us,us
2021-12-19T15:49:54.974Z,-8.2921,116.3775,11.86,4.6,mb,,99,2.209,0.95,us,us6000gelm,2021-12-22T19:37:52.040Z,"32 km ENE of Pemenang, Indonesia",earthquake,7.8,5.5,0.151,16,reviewed,us,us
2021-12-19T15:32:39.958Z,65.3158,-163.1315,10,3.4,ml,,129,1.054,0.45,us,us6000gdm4,2021-12-19T15:58:19.040Z,"71 km N of White Mountain, Alaska",earthquake,4.2,2,0.057,41,reviewed,us,us
2021-12-19T15:08:19.633Z,66.3652,-149.8543,8.4,3,ml,,,,0.62,ak,ak021g81ornv,2021-12-19T15:50:22.040Z,"52 km NW of Stevens Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-19T14:35:51.788Z,-58.4827,-25.199,35.16,4.6,mb,,118,16.075,0.48,us,us6000gelk,2021-12-22T18:03:43.040Z,"South Sandwich Islands region",earthquake,15.6,6.7,0.157,14,reviewed,us,us
2021-12-19T14:34:55.450Z,4.5616,96.2559,10,4.6,mb,,123,3.244,0.6,us,us6000gdls,2021-12-22T17:54:52.040Z,"48 km NNE of Meulaboh, Indonesia",earthquake,8.2,1.9,0.107,29,reviewed,us,us
2021-12-19T14:15:24.470Z,19.2136666666667,-155.416833333333,33.21,2.76,ml,51,142,,0.11,hv,hv72839947,2021-12-22T17:52:11.040Z,"6 km E of Pāhala, Hawaii",earthquake,0.36,0.46,0.281529673632337,27,reviewed,hv,hv
2021-12-19T13:59:57.550Z,34.0755,-117.8263333,11.86,2.45,ml,143,13,0.0228,0.21,ci,ci40131168,2021-12-22T17:50:50.040Z,"4km SSE of Charter Oak, CA",earthquake,0.12,0.3,0.154,172,reviewed,ci,ci
2021-12-19T13:21:16.336Z,48.3029,153.9387,97.77,4.2,mb,,136,5.371,0.59,us,us6000gelj,2021-12-22T17:28:46.040Z,"Kuril Islands",earthquake,10.6,7.8,0.121,19,reviewed,us,us
