time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-19T12:40:03.667Z,-19.1909,169.6915,36.51,4.9,mb,,82,3.999,0.83,us,us6000gdle,2021-12-22T09:24:40.142Z,"57 km NE of Isangel, Vanuatu",earthquake,8.1,7.7,0.087,41,reviewed,us,us
2021-12-19T12:32:47.780Z,17.9971,-66.826,16,2.9,md,26,136,0.0576,0.12,pr,pr2021353005,2021-12-19T13:39:34.426Z,"0 km WNW of Indios, Puerto Rico",earthquake,0.26,0.35,0.17,24,reviewed,pr,pr
2021-12-19T11:17:24.546Z,-21.7709,-68.776,137.86,4.5,mb,,63,0.981,0.69,us,us6000gdl2,2021-12-19T11:26:02.040Z,"77 km NNE of Calama, Chile",earthquake,7.1,9.9,0.131,17,reviewed,us,us
2021-12-19T11:16:43.433Z,-6.806,129.6734,175.81,4.6,mb,,92,1.991,0.67,us,us6000gdl3,2021-12-19T11:33:36.040Z,"Banda Sea",earthquake,6.9,8.1,0.085,41,reviewed,us,us
2021-12-19T11:03:52.270Z,17.9433,-65.3881,7,3.06,md,7,269,0.2252,0.21,pr,pr2021353004,2021-12-19T15:12:58.097Z,"19 km SSE of Esperanza, Puerto Rico",earthquake,1.61,1.82,0.01,3,reviewed,pr,pr
2021-12-19T10:27:35.930Z,30.0189,-113.7678,10,4.8,mb,,111,1.38,0.71,us,us6000gdks,2021-12-19T16:42:40.575Z,"104 km W of La Libertad, Mexico",earthquake,6.9,1.8,0.036,242,reviewed,us,us
2021-12-19T10:23:02.491Z,-20.7923,-67.5162,211.52,4.5,mb,,72,1.666,0.49,us,us6000gdkr,2021-12-19T11:18:31.040Z,"80 km WSW of Uyuni, Bolivia",earthquake,9.6,9.3,0.157,12,reviewed,us,us
2021-12-19T08:36:35.460Z,17.9768,-66.8411,16,2.47,md,9,195,0.0381,0.11,pr,pr2021353003,2021-12-19T08:52:31.785Z,"2 km SW of Indios, Puerto Rico",earthquake,0.52,0.37,0.11,4,reviewed,pr,pr
2021-12-19T08:32:27.135Z,-4.6797,-77.5625,71.74,4.1,mb,,161,4.033,0.89,us,us6000gdk5,2021-12-19T08:55:19.040Z,"99 km W of Barranca, Peru",earthquake,10.5,12.3,0.145,13,reviewed,us,us
2021-12-19T08:09:27.596Z,-58.0056,-25.2266,35,5,mb,,83,7.311,1.01,us,us6000gdjy,2021-12-19T08:33:40.040Z,"South Sandwich Islands region",earthquake,11.6,2,0.063,82,reviewed,us,us
2021-12-19T07:44:45.200Z,36.1131667,-117.853,3.26,3.08,ml,40,43,0.004655,0.15,ci,ci40130936,2021-12-19T18:01:04.783Z,"11km NE of Coso Junction, CA",earthquake,0.14,0.29,0.164,98,reviewed,ci,ci
2021-12-19T06:27:09.279Z,15.4712,120.0186,80.8,4.6,mb,,109,7.376,0.4,us,us6000gdje,2021-12-19T17:16:34.649Z,"6 km ESE of San Lorenzo, Philippines",earthquake,7.3,7.1,0.098,31,reviewed,us,us
2021-12-19T06:07:16.188Z,65.3152,-163.075,10,3.1,ml,,128,1.031,0.44,us,us6000gdja,2021-12-19T07:21:52.040Z,"72 km NNE of White Mountain, Alaska",earthquake,4.2,2,0.059,38,reviewed,us,us
2021-12-19T05:57:57.690Z,47.4628,152.1143,121.81,4.4,mb,,131,6.393,0.55,us,us6000gdj8,2021-12-19T06:44:57.040Z,"Kuril Islands",earthquake,11.6,8.1,0.093,36,reviewed,us,us
2021-12-19T05:29:56.784Z,-27.1985,-71.5925,10,4.3,mb,,165,0.656,0.71,us,us6000gdiy,2021-12-19T05:59:27.040Z,"Near the coast of Atacama, Chile",earthquake,5.2,1.8,0.169,11,reviewed,us,us
2021-12-19T04:50:43.770Z,19.212,-155.4195,33.01,2.69,ml,37,142,,0.13,hv,hv72839607,2021-12-22T02:35:57.040Z,"6 km E of Pāhala, Hawaii",earthquake,0.54,0.72,0.214460160982109,15,reviewed,hv,hv
2021-12-19T04:24:20.324Z,34.951,-111.094,5,3,ml,,46,0.603,0.53,us,us6000gdiq,2021-12-20T15:13:47.581Z,"32 km WSW of Winslow West, Arizona",earthquake,2.4,2,0.035,106,reviewed,us,us
2021-12-19T04:09:24.478Z,-16.5899,-173.187,10,4.6,mb,,70,2.99,1.17,us,us6000gel6,2021-12-23T03:02:47.040Z,"95 km SE of Hihifo, Tonga",earthquake,8.1,1.8,0.141,17,reviewed,us,us
2021-12-19T03:19:45.761Z,13.6701,92.7602,10,5.3,mb,,82,6.215,0.88,us,us6000gdim,2021-12-19T04:11:24.040Z,"217 km N of Bamboo Flat, India",earthquake,7.8,1.8,0.041,196,reviewed,us,us
2021-12-19T02:25:52.710Z,17.9486,-66.9251,11,2.53,md,14,209,0.053,0.09,pr,pr2021353001,2021-12-19T02:37:37.115Z,"3 km SW of Guánica, Puerto Rico",earthquake,0.37,0.43,0.15,4,reviewed,pr,pr
2021-12-19T02:13:14.413Z,12.4393,144.1266,37.91,4.3,mb,,163,1.352,0.42,us,us6000gel5,2021-12-23T02:47:06.040Z,"108 km SSW of Merizo Village, Guam",earthquake,8.6,11.4,0.202,8,reviewed,us,us
2021-12-19T01:51:51.346Z,31.4761,142.1972,10,4.6,mb,,106,2.597,0.58,us,us6000gdic,2021-12-19T02:13:15.040Z,"Izu Islands, Japan region",earthquake,8.5,1.6,0.091,41,reviewed,us,us
2021-12-19T01:01:45.440Z,17.9386,-66.9253,10,2.61,md,15,206,0.0588,0.21,pr,pr2021353000,2021-12-19T01:35:25.220Z,"4 km SSW of Guánica, Puerto Rico",earthquake,0.59,0.52,0.3,11,reviewed,pr,pr
2021-12-19T00:17:22.932Z,58.435,-136.8105,6.8,2.5,ml,,,,1.03,ak,ak021g7st79h,2021-12-19T01:07:44.040Z,"38 km NW of Elfin Cove, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-18T23:54:27.108Z,38.9261,92.6149,10,5.5,mb,,36,10.834,0.63,us,us6000gdhy,2021-12-19T23:57:47.444Z,"northern Qinghai, China",earthquake,7.5,1.8,0.046,161,reviewed,us,us
2021-12-18T22:15:56.165Z,13.1974,-88.5958,102.36,4.1,mb,,152,0.378,0.61,us,us6000gdhq,2021-12-18T22:46:31.040Z,"10 km SSW of Puerto El Triunfo, El Salvador",earthquake,4.1,5.3,0.109,23,reviewed,us,us
2021-12-18T22:04:49.863Z,59.8655,-153.8121,165.7,4.5,ml,,,,0.46,ak,ak021g6iansc,2021-12-22T00:22:32.379Z,"18 km ENE of Pedro Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-12-18T21:12:15.870Z,44.69,-110.0016667,15.04,2.56,ml,26,106,0.07056,0.21,uu,uu60472537,2021-12-21T19:18:38.550Z,"35 km S of Silver Gate, Montana",earthquake,0.49,0.69,0.433,6,reviewed,uu,uu
2021-12-18T20:27:31.850Z,-7.9652,122.4235,10,4.7,mb,,70,0.691,0.6,us,us6000gdh2,2021-12-18T23:09:47.040Z,"76 km NNE of Maumere, Indonesia",earthquake,4.2,1.9,0.12,21,reviewed,us,us
2021-12-18T20:14:16.222Z,-21.4311,170.1337,10,5.1,mww,,88,2.756,0.83,us,us6000gdgp,2021-12-19T05:03:37.556Z,"227 km SSE of Isangel, Vanuatu",earthquake,6,1.6,0.069,20,reviewed,us,us
2021-12-18T20:05:44.468Z,-47.1,33.4549,10,6,mww,,49,12.642,0.66,us,us6000gdgn,2021-12-20T20:07:47.040Z,"Prince Edward Islands region",earthquake,10.1,1.9,0.098,10,reviewed,us,us
2021-12-18T20:02:49.475Z,23.007,121.3936,21.38,4,mb,,148,0.345,0.71,us,us6000gdgl,2021-12-19T00:24:12.040Z,"96 km E of Yujing, Taiwan",earthquake,4.1,6.3,0.212,6,reviewed,us,us
2021-12-18T19:16:20.020Z,34.0473333,-117.0453333,11.24,2.93,ml,72,26,0.05694,0.16,ci,ci40130624,2021-12-22T00:12:57.090Z,"2km N of Yucaipa, CA",earthquake,0.13,0.38,0.143,186,reviewed,ci,ci
2021-12-18T19:16:13.570Z,65.2956,-163.0095,1.3,3.4,ml,,,,0.78,ak,ak021g6gky07,2021-12-19T01:15:46.352Z,"70 km NNE of White Mountain, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-12-18T19:11:24.540Z,19.3671666666667,-154.987833333333,7.39,2.58,ml,42,203,,0.19,hv,hv72839177,2021-12-20T22:46:39.127Z,"13 km SSW of Leilani Estates, Hawaii",earthquake,0.58,0.4,0.0952055189038252,22,reviewed,hv,hv
2021-12-18T19:06:09.331Z,-0.8379,131.4339,38.5,4.7,mb,,143,2.222,1.04,us,us6000gdgg,2021-12-18T19:49:41.040Z,"19 km ENE of Sorong, Indonesia",earthquake,8.4,6.3,0.084,47,reviewed,us,us
2021-12-18T18:47:11.514Z,-24.0245,-66.7746,188.19,4.4,mb,,89,1.673,1.16,us,us6000gdg3,2021-12-18T22:51:29.040Z,"51 km WNW of San Antonio de los Cobres, Argentina",earthquake,7.9,7.6,0.076,51,reviewed,us,us
2021-12-18T18:25:59.333Z,-0.6954,131.5224,10.65,5.2,mww,,58,2.325,0.68,us,us6000gdfv,2021-12-18T19:50:03.040Z,"35 km NE of Sorong, Indonesia",earthquake,7.8,3.3,0.098,10,reviewed,us,us
2021-12-18T17:48:44.412Z,13.8662,-91.9714,65.49,4.5,mb,,181,2.128,0.99,us,us6000gdfl,2021-12-18T22:16:37.040Z,"47 km S of Champerico, Guatemala",earthquake,8.3,9.9,0.038,214,reviewed,us,us
2021-12-18T17:46:36.613Z,58.1963,-151.2849,36.4,2.5,ml,,,,0.66,ak,ak021g6fkgtv,2021-12-18T21:41:30.040Z,"78 km ENE of Ouzinkie, Alaska",earthquake,,8.9,,,automatic,ak,ak
2021-12-18T17:24:26.425Z,9.9423,-86.0633,16.16,4.3,mb,,209,0.632,0.76,us,us6000gdf7,2021-12-18T20:47:36.040Z,"59 km W of Sámara, Costa Rica",earthquake,2.5,5.5,0.081,46,reviewed,us,us
2021-12-18T17:13:59.670Z,17.9465,-67.0848,12,2.48,md,9,258,0.0466,0.12,pr,pr2021352003,2021-12-18T17:28:33.646Z,"Puerto Rico region",earthquake,0.7,0.25,0.05,6,reviewed,pr,pr
2021-12-18T16:49:47.846Z,-20.5924,-175.0152,99.1,4.7,mb,,86,7.137,0.71,us,us6000gdf2,2021-12-18T18:28:53.040Z,"60 km N of Kolonga, Tonga",earthquake,11.1,8.1,0.048,132,reviewed,us,us
2021-12-18T15:21:37.639Z,38.6884,-97.5327,5,2.7,mb_lg,,93,0.725,0.55,us,us6000gder,2021-12-19T18:44:38.144Z,"6 km E of Assaria, Kansas",earthquake,2.5,2,0.074,47,reviewed,us,us
2021-12-18T14:53:14.252Z,67.9618,-150.1522,0,3,ml,,,,0.64,ak,ak021g6dtmci,2021-12-18T17:48:51.040Z,"61 km N of Wiseman, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-18T14:12:58.070Z,17.9463,-66.878,13,3.04,md,19,179,0.0288,0.13,pr,pr2021352002,2021-12-18T14:34:22.962Z,"3 km SSE of Maria Antonia, Puerto Rico",earthquake,0.48,0.29,0.09,9,reviewed,pr,pr
2021-12-18T13:39:28.793Z,-3.2002,68.3705,10,4.9,mb,,82,5.9,1.15,us,us6000gde7,2021-12-18T14:18:32.040Z,"Chagos Archipelago region",earthquake,8.6,1.9,0.088,45,reviewed,us,us
2021-12-18T10:38:17.070Z,19.3358,-64.94,40,4.04,md,15,317,1.0838,0.23,pr,pr2021352001,2021-12-18T11:30:52.163Z,"110 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.09,14.41,0.1,10,reviewed,pr,pr
2021-12-18T10:34:47.055Z,45.6694,9.5249,31.99,4.5,mb,,64,0.703,0.6,us,us6000gdds,2021-12-20T21:52:14.635Z,"0 km NW of Chignolo d'Isola, Italy",earthquake,5.1,7,0.222,6,reviewed,us,us
2021-12-18T09:22:26.850Z,56.2168333333333,-159.33,5.62,2.48,md,6,82,,0.11,av,av91446421,2021-12-21T06:39:42.640Z,"35 km W of Chignik Lake, Alaska",earthquake,0.47,1.57,0.11461741342381,5,reviewed,av,av
2021-12-18T08:50:59.653Z,79.0439,2.1891,10,4.7,mb,,93,2.941,0.59,us,us6000gddg,2021-12-18T09:08:25.040Z,"Greenland Sea",earthquake,10,1.9,0.054,102,reviewed,us,us
2021-12-18T08:32:41.346Z,29.8372,-113.8398,27.14,4.6,mb,,191,1.481,1.03,us,us6000gddc,2021-12-18T08:50:43.040Z,"111 km W of La Libertad, Mexico",earthquake,7.8,7.1,0.069,62,reviewed,us,us
2021-12-18T06:41:06.004Z,-7.4595,128.4392,165.94,4.8,mb,,60,2.881,0.62,us,us6000gdcw,2021-12-18T07:00:46.040Z,"197 km NE of Lospalos, Timor Leste",earthquake,6.6,8,0.101,30,reviewed,us,us
2021-12-18T06:12:14.671Z,12.7517,-88.641,51.94,4.5,mb,,149,0.777,0.63,us,us6000gdcs,2021-12-18T06:48:21.040Z,"59 km S of Puerto El Triunfo, El Salvador",earthquake,5.4,7.5,0.052,108,reviewed,us,us
2021-12-18T05:42:43.911Z,40.1529,70.0303,10,4.7,mb,,88,0.611,0.58,us,us6000gdcd,2021-12-18T13:37:33.739Z,"29 km ESE of Buston, Tajikistan",earthquake,4.8,1.9,0.096,34,reviewed,us,us
2021-12-18T05:16:39.630Z,36.074,23.2412,62.42,5.1,mb,,57,1.528,0.89,us,us6000gdc8,2021-12-18T10:36:36.812Z,"24 km ESE of Kýthira, Greece",earthquake,2.6,6.2,0.048,144,reviewed,us,us
2021-12-18T04:41:21.250Z,18.3578,-66.1993,121,3.65,md,25,162,0.2535,0.15,pr,pr2021352000,2021-12-19T04:43:18.115Z,"2 km ESE of Pájaros, Puerto Rico",earthquake,1.32,0.6,0.11,16,reviewed,pr,pr
2021-12-18T04:12:35.512Z,28.98834229,-98.04147518,2.029744466,2.7,ml,20,45,0.0676258632,0.2,tx,tx2021yrpx,2021-12-20T16:49:33.014Z,"2 km WNW of Falls City, Texas",earthquake,1.239586442,1.880986834,0.2,13,reviewed,tx,tx
2021-12-18T03:38:37.450Z,19.2113333333333,-155.418,33.09,2.98,ml,47,143,,0.12,hv,hv72838177,2021-12-19T03:40:30.094Z,"6 km E of Pāhala, Hawaii",earthquake,0.39,0.5,0.169449089247229,32,reviewed,hv,hv
2021-12-18T02:56:05.335Z,32.84454346,-100.9402391,6.138142904,2.9,ml,15,81,0.03162621832,0.2,tx,tx2021yrnj,2021-12-20T16:32:06.811Z,"14 km N of Snyder, Texas",earthquake,0.7844735619999998,1.044710353,0.2,7,reviewed,tx,tx
2021-12-18T02:43:20.180Z,19.206,-155.428333333333,34.69,3.08,ml,50,139,,0.11,hv,hv72838047,2021-12-19T02:44:53.395Z,"5 km E of Pāhala, Hawaii",earthquake,0.4,0.47,0.138903548094842,35,reviewed,hv,hv
2021-12-18T02:41:28.725Z,30.3828,-113.7566,10,4.5,mb,,224,1.146,1.43,us,us6000gdb9,2021-12-18T03:16:36.040Z,"105 km SSW of Puerto Peñasco, Mexico",earthquake,8.5,2,0.099,30,reviewed,us,us
2021-12-18T02:14:58.062Z,51.7888,179.0118,132.42,4,mb,,201,0.32,0.68,us,us6000gekx,2021-12-23T02:26:38.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,11.9,5.2,0.173,10,reviewed,us,us
2021-12-18T02:10:42.173Z,-7.2671,121.1866,10,4.8,mb,,96,1.712,0.73,us,us6000gdb3,2021-12-18T02:26:31.040Z,"168 km NNE of Ruteng, Indonesia",earthquake,4.1,1.9,0.185,11,reviewed,us,us
2021-12-18T01:26:38.328Z,-23.5883,-179.5985,524.77,4.2,mb,,122,6.215,0.82,us,us6000gejm,2021-12-23T02:08:03.040Z,"south of the Fiji Islands",earthquake,13.8,8.1,0.147,15,reviewed,us,us
2021-12-18T01:23:57.906Z,38.6615,-97.4661,5,2.6,mb_lg,,100,0.731,0.4,us,us6000gdai,2021-12-18T04:11:33.982Z,"5 km SW of Gypsum, Kansas",earthquake,1.9,2,0.08,41,reviewed,us,us
2021-12-18T01:12:29.448Z,-21.8087,-174.4569,10,5.1,mb,,76,8.053,1.21,us,us6000gdah,2021-12-18T01:34:06.040Z,"73 km SE of ‘Ohonua, Tonga",earthquake,11.2,1.7,0.041,199,reviewed,us,us
2021-12-18T00:58:38.464Z,-58.9707,-25.5221,53.5,4.9,mb,,86,9.821,0.81,us,us6000gdad,2021-12-18T01:38:40.040Z,"South Sandwich Islands region",earthquake,9,6.7,0.099,36,reviewed,us,us
2021-12-18T00:58:01.235Z,56.5144,-148.5851,10,3,ml,,211,2.522,0.44,us,us6000gdaa,2021-12-18T04:54:59.040Z,"255 km ESE of Chiniak, Alaska",earthquake,9.3,2,0.045,64,reviewed,us,us
2021-12-18T00:40:27.370Z,66.7247,-147.2634,16.7,2.6,ml,,,,0.75,ak,ak021g65espv,2021-12-18T05:15:17.040Z,"41 km N of Beaver, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-18T00:29:30.330Z,28.4208,87.6768,68.65,4,mb,,113,0.891,0.59,us,us6000gda6,2021-12-18T00:53:44.040Z,"99 km ENE of Lobujya, Nepal",earthquake,10.5,12.4,0.129,16,reviewed,us,us
2021-12-18T00:25:43.380Z,19.2065,-155.405,32.94,3.3,ml,52,154,,0.12,hv,hv72837852,2021-12-19T00:27:14.453Z,"7 km E of Pāhala, Hawaii",earthquake,0.41,0.49,0.172373725485051,30,reviewed,hv,hv
2021-12-18T00:24:14.510Z,19.4886666666667,-155.458333333333,0.84,2.82,ml,44,45,,0.13,hv,hv72837847,2021-12-18T19:55:52.757Z,"24 km WNW of Volcano, Hawaii",earthquake,0.21,0.56,0.210998519122469,35,reviewed,hv,hv
2021-12-17T23:54:38.310Z,19.1735,-155.472833333333,34.29,3.08,ml,49,80,,0.1,hv,hv72837787,2021-12-18T01:37:01.460Z,"3 km S of Pāhala, Hawaii",earthquake,0.44,0.51,0.165805212775206,36,reviewed,hv,hv
2021-12-17T23:39:44.170Z,37.3066,71.8843,175.05,4.1,mb,,78,1.059,0.77,us,us6000gd9t,2021-12-17T23:54:59.040Z,"35 km SE of Khorugh, Tajikistan",earthquake,5.7,12.9,0.302,3,reviewed,us,us
2021-12-17T23:28:02.285Z,37.8051,20.9903,10,4.4,mb,,68,0.971,1.18,us,us6000gd9p,2021-12-17T23:47:24.040Z,"8 km ENE of Zakynthos, Greece",earthquake,4.6,1.9,0.093,33,reviewed,us,us
2021-12-17T22:20:22.760Z,19.2168333333333,-155.416833333333,32.89,2.7,ml,50,141,,0.12,hv,hv72837682,2021-12-18T01:53:28.490Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.41,0.51,0.218710015570993,23,reviewed,hv,hv
2021-12-17T21:29:29.340Z,30.4775,-114.737,5.96,3.45,mlr,5,271,0.5669,0.11,ci,ci40129800,2021-12-17T23:06:38.872Z,"192km S of Estacion Coahuila, B.C., MX",earthquake,1.06,31.61,0.197,66,reviewed,ci,ci
2021-12-17T20:32:57.374Z,38.6645,-97.5001,5,2.5,mb_lg,,98,0.718,0.41,us,us6000gd8i,2021-12-18T12:38:32.679Z,"7 km SW of Gypsum, Kansas",earthquake,3.9,2,0.161,10,reviewed,us,us
2021-12-17T20:17:10.686Z,44.275,-115.0078,19.39,3,ml,,54,0.831,1.18,us,us6000gd87,2021-12-20T16:52:49.701Z,"8 km NW of Stanley, Idaho",earthquake,1.9,8.4,0.032,132,reviewed,us,us
2021-12-17T20:02:29.892Z,-17.9417,-178.5172,572.14,5.7,mww,,37,7.618,1,us,us6000gd7w,2021-12-18T20:05:40.986Z,"229 km E of Levuka, Fiji",earthquake,9.7,3.7,0.071,19,reviewed,us,us
2021-12-17T19:50:06.368Z,60.7709,-150.6911,18.8,2.6,ml,,,,0.73,ak,ak021g4t8s6v,2021-12-18T15:23:59.040Z,"16 km S of Point Possession, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-17T19:48:11.091Z,-28.7741,-178.0326,179.16,4.6,mb,,77,0.496,1.26,us,us6000gd8c,2021-12-17T20:38:26.040Z,"Kermadec Islands region",earthquake,12.9,5.1,0.081,50,reviewed,us,us
2021-12-17T19:33:21.617Z,44.3931,-115.1684,7.49,2.8,ml,,41,0.913,0.97,us,us6000gd7c,2021-12-17T23:07:59.999Z,"26 km NW of Stanley, Idaho",earthquake,2.1,5.9,0.032,130,reviewed,us,us
2021-12-17T18:49:47.090Z,19.1721666666667,-155.468833333333,34.14,3.09,ml,52,89,,0.11,hv,hv72837462,2021-12-18T18:51:27.982Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.42,0.5,0.19545664283336,36,reviewed,hv,hv
2021-12-17T18:27:10.910Z,19.2215,-155.418333333333,32.59,3.48,ml,54,137,,0.12,hv,hv72837427,2021-12-21T04:46:22.023Z,"Island of Hawaii, Hawaii",earthquake,0.45,0.52,0.156100037278785,37,reviewed,hv,hv
2021-12-17T17:16:14.086Z,-56.5589,-27.9044,96.6,4.7,mb,,146,5.394,0.62,us,us6000gd6s,2021-12-17T19:59:56.040Z,"South Sandwich Islands region",earthquake,13,6.8,0.126,22,reviewed,us,us
2021-12-17T17:04:07.130Z,18.7218333333333,-155.260666666667,5.46,2.47,md,45,281,,0.16,hv,hv72837342,2021-12-17T22:13:58.050Z,"50 km SE of Naalehu, Hawaii",earthquake,0.63,0.73,0.0952894873026162,16,reviewed,hv,hv
2021-12-17T14:28:55.824Z,12.8183,123.5095,10,4.9,mb,,127,6.065,0.65,us,us6000gd3g,2021-12-18T04:24:52.307Z,"13 km SW of Donsol, Philippines",earthquake,8.8,1.8,0.074,57,reviewed,us,us
2021-12-17T14:23:43.914Z,38.6576,-97.4465,1.75,3.3,mb_lg,,101,0.737,0.21,us,us6000gd38,2021-12-18T01:34:58.303Z,"5 km SSW of Gypsum, Kansas",earthquake,2.6,7.8,0.041,157,reviewed,us,us
2021-12-17T14:17:40.570Z,19.2026666666667,-155.407666666667,34.59,3.46,ml,52,156,,0.12,hv,hv72837127,2021-12-18T14:19:30.629Z,"7 km E of Pāhala, Hawaii",earthquake,0.42,0.5,0.223423261521905,36,reviewed,hv,hv
2021-12-17T13:58:34.128Z,16.9431,-85.3807,10,4.9,mb,,47,3.261,0.65,us,us6000gd33,2021-12-18T04:12:53.112Z,"74 km NE of Savannah Bight, Honduras",earthquake,6.9,1.9,0.029,379,reviewed,us,us
2021-12-17T13:08:38.740Z,33.2751667,-116.2573333,5.35,2.53,ml,95,21,0.0823,0.19,ci,ci40129448,2021-12-18T05:32:06.040Z,"11km E of Borrego Springs, CA",earthquake,0.13,0.48,0.15,25,reviewed,ci,ci
2021-12-17T12:17:22.170Z,31.6793333,-115.0685,5.84,3.2,ml,17,119,0.3921,0.26,ci,ci40129416,2021-12-18T12:19:18.470Z,"58km S of Estacion Coahuila, B.C., MX",earthquake,0.35,31.61,0.175,74,reviewed,ci,ci
2021-12-17T12:13:51.663Z,48.8993,-123.35,17.29,3.6,ml,,54,0.117,0.74,us,us6000gd2p,2021-12-22T02:31:54.374Z,"12 km ENE of Ganges, Canada",earthquake,1.8,4.8,0.034,113,reviewed,us,us
2021-12-17T11:01:46.521Z,61.0017,-149.5626,25.1,3.5,ml,,,,0.51,ak,ak021g4o6w7q,2021-12-22T01:07:00.830Z,"10 km NNE of Hope, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-12-17T10:59:06.380Z,18.9551,-67.1046,5,3.3,md,13,228,0.4876,0.38,pr,pr2021351003,2021-12-17T11:26:54.433Z,"50 km N of Isabela, Puerto Rico",earthquake,1.09,1.78,0.1,8,reviewed,pr,pr
2021-12-17T10:53:47.895Z,51.6827,178.1095,10,4.4,mb,,210,0.396,0.74,us,us6000gd2b,2021-12-17T20:06:05.520Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5.8,1.9,0.051,110,reviewed,us,us
2021-12-17T10:36:29.459Z,51.322,-172.0698,10,3.1,ml,,221,1.58,0.44,us,us6000gd7m,2021-12-21T10:08:37.040Z,"176 km SE of Atka, Alaska",earthquake,4.9,1.9,0.105,12,reviewed,us,us
2021-12-17T10:33:40.730Z,54.6885,-164.1684,10,3.2,ml,,154,0.378,0.5,us,us6000gd28,2021-12-17T16:34:53.040Z,"52 km WSW of False Pass, Alaska",earthquake,3.2,1.9,0.091,16,reviewed,us,us
2021-12-17T09:28:33.396Z,40.5142,34.1749,10,4.2,mb,,43,0.64,0.61,us,us6000gd24,2021-12-17T16:54:57.040Z,"24 km NE of Kızılırmak, Turkey",earthquake,4.8,1.9,0.121,19,reviewed,us,us
2021-12-17T08:40:00.968Z,31.4795,142.3738,10,4.7,mb,,136,2.712,0.45,us,us6000gd1z,2021-12-17T08:57:53.040Z,"Izu Islands, Japan region",earthquake,5.4,1.8,0.115,23,reviewed,us,us
2021-12-17T07:53:14.733Z,45.9422,-111.5516,1.67,3.1,ml,,66,0.349,0.63,us,us6000gd1p,2021-12-17T22:00:53.766Z,"5 km N of Three Forks, Montana",earthquake,1.2,2.3,0.046,62,reviewed,us,us
2021-12-17T07:34:57.416Z,-16.3435,-174.8574,285.01,4.6,mb,,129,3.831,0.45,us,us6000gd1k,2021-12-17T07:54:11.040Z,"121 km WSW of Hihifo, Tonga",earthquake,15.2,6.4,0.125,19,reviewed,us,us
2021-12-17T07:04:24.023Z,3.3079,121.9294,604.34,4.1,mb,,99,2.465,0.37,us,us6000gd1h,2021-12-17T07:43:37.040Z,"268 km SSE of Latung, Philippines",earthquake,13.8,8.4,0.114,21,reviewed,us,us
2021-12-17T06:54:40.328Z,43.4518,88.7696,29.59,4.7,mb,,89,5.672,0.77,us,us6000gd1d,2021-12-17T12:15:44.511Z,"65 km NNW of Turpan, China",earthquake,9,6.1,0.112,24,reviewed,us,us
2021-12-17T06:40:30.510Z,17.9935,-66.8331,16,2.65,md,25,138,0.0496,0.14,pr,pr2021351002,2021-12-17T08:45:06.040Z,"1 km W of Indios, Puerto Rico",earthquake,0.38,0.36,0.41,13,reviewed,pr,pr
2021-12-17T06:12:03.370Z,19.1573333333333,-155.489,37.08,2.68,ml,49,126,,0.13,hv,hv72836742,2021-12-17T23:16:42.180Z,"5 km SSW of Pāhala, Hawaii",earthquake,0.44,0.51,0.189900512118946,24,reviewed,hv,hv
2021-12-17T05:58:23.810Z,19.0595,-66.7866,31,3.63,md,26,212,0.6366,0.29,pr,pr2021351001,2021-12-17T08:39:12.040Z,"63 km N of Hatillo, Puerto Rico",earthquake,0.87,5.9,0.09,3,reviewed,pr,pr
2021-12-17T04:37:45.031Z,-20.4536,-69.8066,43.73,2.8,ml,,115,0.367,0.66,us,us6000gd0y,2021-12-17T07:57:20.019Z,"44 km SE of Iquique, Chile",earthquake,2.8,14.6,0.071,26,reviewed,us,us
2021-12-17T03:44:54.840Z,-4.9084,153.5576,79.42,4.6,mb,,122,1.561,0.74,us,us6000gd0q,2021-12-17T04:00:51.040Z,"156 km ESE of Kokopo, Papua New Guinea",earthquake,7.7,8.3,0.152,17,reviewed,us,us
2021-12-17T02:59:57.735Z,24.7237,-109.155,10,4.4,mb,,189,3.793,1.12,us,us6000gd0k,2021-12-17T03:28:39.040Z,"94 km SSW of El Huitusi, Mexico",earthquake,9,2,0.052,107,reviewed,us,us
2021-12-17T02:48:42.823Z,12.6192,48.052,10,4.2,mb,,142,5.205,0.49,us,us6000gehq,2021-12-23T01:53:28.040Z,"162 km N of Las Khorey, Somalia",earthquake,8.9,1.9,0.236,5,reviewed,us,us
